GenderSelect,Country,Age,EmploymentStatus,StudentStatus,LearningDataScience,CodeWriter,CareerSwitcher,CurrentJobTitleSelect,TitleFit,CurrentEmployerType,MLToolNextYearSelect,MLMethodNextYearSelect,LanguageRecommendationSelect,PublicDatasetsSelect,LearningPlatformSelect,LearningPlatformUsefulnessArxiv,LearningPlatformUsefulnessBlogs,LearningPlatformUsefulnessCollege,LearningPlatformUsefulnessCompany,LearningPlatformUsefulnessConferences,LearningPlatformUsefulnessFriends,LearningPlatformUsefulnessKaggle,LearningPlatformUsefulnessNewsletters,LearningPlatformUsefulnessCommunities,LearningPlatformUsefulnessDocumentation,LearningPlatformUsefulnessCourses,LearningPlatformUsefulnessProjects,LearningPlatformUsefulnessPodcasts,LearningPlatformUsefulnessSO,LearningPlatformUsefulnessTextbook,LearningPlatformUsefulnessTradeBook,LearningPlatformUsefulnessTutoring,LearningPlatformUsefulnessYouTube,BlogsPodcastsNewslettersSelect,LearningDataScienceTime,JobSkillImportanceBigData,JobSkillImportanceDegree,JobSkillImportanceStats,JobSkillImportanceEnterpriseTools,JobSkillImportancePython,JobSkillImportanceR,JobSkillImportanceSQL,JobSkillImportanceKaggleRanking,JobSkillImportanceMOOC,JobSkillImportanceVisualizations,JobSkillImportanceOtherSelect1,JobSkillImportanceOtherSelect2,JobSkillImportanceOtherSelect3,CoursePlatformSelect,HardwarePersonalProjectsSelect,TimeSpentStudying,ProveKnowledgeSelect,DataScienceIdentitySelect,FormalEducation,MajorSelect,Tenure,PastJobTitlesSelect,FirstTrainingSelect,LearningCategorySelftTaught,LearningCategoryOnlineCourses,LearningCategoryWork,LearningCategoryUniversity,LearningCategoryKaggle,LearningCategoryOther,MLSkillsSelect,MLTechniquesSelect,ParentsEducation,EmployerIndustry,EmployerSize,EmployerSizeChange,EmployerMLTime,EmployerSearchMethod,UniversityImportance,JobFunctionSelect,WorkHardwareSelect,WorkDataTypeSelect,WorkProductionFrequency,WorkDatasetSize,WorkAlgorithmsSelect,WorkToolsSelect,WorkToolsFrequencyAmazonML,WorkToolsFrequencyAWS,WorkToolsFrequencyAngoss,WorkToolsFrequencyC,WorkToolsFrequencyCloudera,WorkToolsFrequencyDataRobot,WorkToolsFrequencyFlume,WorkToolsFrequencyGCP,WorkToolsFrequencyHadoop,WorkToolsFrequencyIBMCognos,WorkToolsFrequencyIBMSPSSModeler,WorkToolsFrequencyIBMSPSSStatistics,WorkToolsFrequencyIBMWatson,WorkToolsFrequencyImpala,WorkToolsFrequencyJava,WorkToolsFrequencyJulia,WorkToolsFrequencyJupyter,WorkToolsFrequencyKNIMECommercial,WorkToolsFrequencyKNIMEFree,WorkToolsFrequencyMathematica,WorkToolsFrequencyMATLAB,WorkToolsFrequencyAzure,WorkToolsFrequencyExcel,WorkToolsFrequencyMicrosoftRServer,WorkToolsFrequencyMicrosoftSQL,WorkToolsFrequencyMinitab,WorkToolsFrequencyNoSQL,WorkToolsFrequencyOracle,WorkToolsFrequencyOrange,WorkToolsFrequencyPerl,WorkToolsFrequencyPython,WorkToolsFrequencyQlik,WorkToolsFrequencyR,WorkToolsFrequencyRapidMinerCommercial,WorkToolsFrequencyRapidMinerFree,WorkToolsFrequencySalfrod,WorkToolsFrequencySAPBusinessObjects,WorkToolsFrequencySASBase,WorkToolsFrequencySASEnterprise,WorkToolsFrequencySASJMP,WorkToolsFrequencySpark,WorkToolsFrequencySQL,WorkToolsFrequencyStan,WorkToolsFrequencyStatistica,WorkToolsFrequencyTableau,WorkToolsFrequencyTensorFlow,WorkToolsFrequencyTIBCO,WorkToolsFrequencyUnix,WorkToolsFrequencySelect1,WorkToolsFrequencySelect2,WorkFrequencySelect3,WorkMethodsSelect,WorkMethodsFrequencyA/B,WorkMethodsFrequencyAssociationRules,WorkMethodsFrequencyBayesian,WorkMethodsFrequencyCNNs,WorkMethodsFrequencyCollaborativeFiltering,WorkMethodsFrequencyCross-Validation,WorkMethodsFrequencyDataVisualization,WorkMethodsFrequencyDecisionTrees,WorkMethodsFrequencyEnsembleMethods,WorkMethodsFrequencyEvolutionaryApproaches,WorkMethodsFrequencyGANs,WorkMethodsFrequencyGBM,WorkMethodsFrequencyHMMs,WorkMethodsFrequencyKNN,WorkMethodsFrequencyLiftAnalysis,WorkMethodsFrequencyLogisticRegression,WorkMethodsFrequencyMLN,WorkMethodsFrequencyNaiveBayes,WorkMethodsFrequencyNLP,WorkMethodsFrequencyNeuralNetworks,WorkMethodsFrequencyPCA,WorkMethodsFrequencyPrescriptiveModeling,WorkMethodsFrequencyRandomForests,WorkMethodsFrequencyRecommenderSystems,WorkMethodsFrequencyRNNs,WorkMethodsFrequencySegmentation,WorkMethodsFrequencySimulation,WorkMethodsFrequencySVMs,WorkMethodsFrequencyTextAnalysis,WorkMethodsFrequencyTimeSeriesAnalysis,WorkMethodsFrequencySelect1,WorkMethodsFrequencySelect2,WorkMethodsFrequencySelect3,TimeGatheringData,TimeModelBuilding,TimeProduction,TimeVisualizing,TimeFindingInsights,TimeOtherSelect,AlgorithmUnderstandingLevel,WorkChallengesSelect,WorkChallengeFrequencyPolitics,WorkChallengeFrequencyUnusedResults,WorkChallengeFrequencyUnusefulInstrumenting,WorkChallengeFrequencyDeployment,WorkChallengeFrequencyDirtyData,WorkChallengeFrequencyExplaining,WorkChallengeFrequencyPass,WorkChallengeFrequencyIntegration,WorkChallengeFrequencyTalent,WorkChallengeFrequencyDataFunds,WorkChallengeFrequencyDomainExpertise,WorkChallengeFrequencyML,WorkChallengeFrequencyTools,WorkChallengeFrequencyExpectations,WorkChallengeFrequencyITCoordination,WorkChallengeFrequencyHiringFunds,WorkChallengeFrequencyPrivacy,WorkChallengeFrequencyScaling,WorkChallengeFrequencyEnvironments,WorkChallengeFrequencyClarity,WorkChallengeFrequencyDataAccess,WorkChallengeFrequencyOtherSelect,WorkDataVisualizations,WorkInternalVsExternalTools,WorkMLTeamSeatSelect,WorkDatasets,WorkDatasetsChallenge,WorkDataStorage,WorkDataSharing,WorkDataSourcing,WorkCodeSharing,RemoteWork,CompensationAmount,CompensationCurrency,SalaryChange,JobSatisfaction,JobSearchResource,JobHuntTime,JobFactorLearning,JobFactorSalary,JobFactorOffice,JobFactorLanguages,JobFactorCommute,JobFactorManagement,JobFactorExperienceLevel,JobFactorDepartment,JobFactorTitle,JobFactorCompanyFunding,JobFactorImpact,JobFactorRemote,JobFactorIndustry,JobFactorLeaderReputation,JobFactorDiversity,JobFactorPublishingOpportunity
Male,Canada,23,Employed full-time,,,Yes,,Other,Fine,Employed by a company that doesn't perform advanced analytics,Python,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Arxiv,Blogs,College/University,Company internal community,Friends network,Kaggle,Personal Projects,Stack Overflow Q&A,Textbook,YouTube Videos",Somewhat useful,Very useful,Somewhat useful,Very useful,,Very useful,Very useful,,,,,Very useful,,Very useful,Very useful,,,Very useful,"No Free Hunch Blog,O'Reilly Data Newsletter,R Bloggers Blog Aggregator",,,,,,,,,,,,,,,,,,,Sort of (Explain more),Bachelor's degree,Mathematics or statistics,3 to 5 years,,Self-taught,40,0,30,30,0,0,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression,Other (please specify; separate by semi-colon)",A master's degree,Insurance,"10,000 or more employees",Increased significantly,1-2 years,A career fair or on-campus recruiting event,Somewhat important,Build prototypes to explore applying machine learning to new areas,"GPU accelerated Workstation,Laptop or Workstation and local IT supported servers,Laptop or Workstation and private datacenters,Traditional Workstation","Text data,Relational data",Sometimes,100MB,"Decision Trees,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression","Microsoft R Server (Formerly Revolution Analytics),Python,R,SAS Base,SQL",,,,,,,,,,,,,,,,,,,,,,,,Often,,,,,,,Rarely,,Most of the time,,,,,Often,,,,Often,,,,,,,,,,"Cross-Validation,Data Visualization,Decision Trees,Lift Analysis,Logistic Regression,Random Forests,Segmentation,Simulation,Text Analytics,Time Series Analysis",,,,,,Most of the time,Most of the time,Often,,,,,,,Most of the time,Most of the time,,,,,,,Most of the time,,,Most of the time,Often,,Most of the time,Often,,,,35,15,20,20,10,0,Enough to explain the algorithm to someone non-technical,"Difficulties in deployment/scoring,Dirty data,Explaining data science to others,Inability to integrate findings into organization's decision-making process,Lack of data science talent in the organization,Maintaining responsible expectations about the potential impact of data science projects,Need to coordinate with IT,The lack of a clear question to be answering or a clear direction to go in with the available data,Unavailability of/difficult access to data",,,,Sometimes,Most of the time,Sometimes,,Sometimes,Often,,,,,Often,Often,,,,,Sometimes,Sometimes,,100% of projects,More internal than external,IT Department,,,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)","Commercial Data Platform,Company Developed Platform,Email,Share Drive/SharePoint",,Git,Sometimes,70000,CAD,I was not employed 3 years ago,10 - Highly Satisfied,,,,,,,,,,,,,,,,,,
Male,United States,25,Employed full-time,,,Yes,,Computer Scientist,Fine,Employed by professional services/consulting firm,Julia,Social Network Analysis,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Conferences,Kaggle,Newsletters,Online courses,Personal Projects",,,,,Somewhat useful,,Very useful,Very useful,,,Very useful,Very useful,,,,,,,"Data Stories Podcast,O'Reilly Data Newsletter,Talking Machines Podcast",,,,,,,,,,,,,,,,,,,No,Master's degree,Computer Science,1 to 2 years,"Computer Scientist,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",50,20,0,10,20,0,"Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Hidden Markov Models HMMs,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)",A bachelor's degree,Technology,"1,000 to 4,999 employees",Stayed the same,More than 10 years,A career fair or on-campus recruiting event,Important,Build and/or run a machine learning service that operationally improves your product or workflows,Workstation + Cloud service,Text data,Most of the time,100TB,"Decision Trees,Random Forests","Google Cloud Compute,Hadoop/Hive/Pig,NoSQL,Python,Spark / MLlib",,,,,,,,Often,Often,,,,,,,,,,,,,,,,,,Sometimes,,,,Most of the time,,,,,,,,,,Often,,,,,,,,,,,"A/B Testing,CNNs,Collaborative Filtering,Cross-Validation,Data Visualization,Decision Trees,Gradient Boosted Machines,Random Forests,Recommender Systems",Often,,,Sometimes,Often,Often,Often,Often,,,,Often,,,,,,,,,,,Sometimes,Often,,,,,,,,,,50,20,5,5,20,0,Enough to refine and innovate on the algorithm,"Difficulties in deployment/scoring,Dirty data,Lack of data science talent in the organization,Privacy issues",,,,Often,Most of the time,,,,Often,,,,,,,,Most of the time,,,,,,51-75% of projects,Approximately half internal and half external,IT Department,,,"Document-oriented (e.g. MongoDB/Elasticsearch),Key-value store (e.g. Redis/Riak)",Company Developed Platform,,Git,Rarely,95000,USD,I was not employed 3 years ago,9,,,,,,,,,,,,,,,,,,
Male,United States,35,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by professional services/consulting firm,TensorFlow,Neural Nets,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Kaggle,Personal Projects,Stack Overflow Q&A",,,,,,,Somewhat useful,,,,,Very useful,,Very useful,,,,,"KDnuggets Blog,No Free Hunch Blog",,,,,,,,,,,,,,,,,,,,Doctoral degree,A humanities discipline,1 to 2 years,Other,Self-taught,20,10,20,0,0,50,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",A professional degree,Technology,"10,000 or more employees",Increased slightly,6-10 years,A career fair or on-campus recruiting event,Not very important,Build prototypes to explore applying machine learning to new areas,"Basic laptop (Macbook),Laptop + Cloud service (AWS, Azure, GCE ...)","Text data,Relational data",Rarely,10GB,"Bayesian Techniques,CNNs,Ensemble Methods,Random Forests,Regression/Logistic Regression","Jupyter notebooks,Python,SQL,TensorFlow",,,,,,,,,,,,,,,,,Most of the time,,,,,,,,,,,,,,Most of the time,,,,,,,,,,,Sometimes,,,,Sometimes,,,,,,"Bayesian Techniques,kNN and Other Clustering,Naive Bayes,Natural Language Processing,PCA and Dimensionality Reduction,Text Analytics",,,Sometimes,,,,,,,,,,,Often,,,,Often,Most of the time,,Most of the time,,,,,,,,Often,,,,,30,25,20,10,15,0,Enough to explain the algorithm to someone non-technical,"Company politics / Lack of management/financial support for a data science team,Dirty data,Lack of funds to buy useful datasets from external sources,Scaling data science solution up to full database",Often,,,,Most of the time,,,,,Often,,,,,,,,Sometimes,,,,,10-25% of projects,More external than internal,Standalone Team,,,"Document-oriented (e.g. MongoDB/Elasticsearch),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)","Commercial Data Platform,Email",,"Generic cloud file sharing software (Dropbox/Box/etc.),Generic non-cloud file sharing software (Email/Shared Server/etc.),Git",,117000,USD,I was not employed 3 years ago,9,,,,,,,,,,,,,,,,,,
Male,United States,17,"Not employed, and not looking for work",Yes,"Yes, but data science is a small part of what I'm focused on learning",,,,,,C/C++,Decision Trees,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search,I collect my own data (e.g. web-scraping)","Arxiv,College/University,Friends network,Kaggle,Online courses,Personal Projects,Stack Overflow Q&A",Very useful,,Somewhat useful,,,Not Useful,Somewhat useful,,,,Somewhat useful,Very useful,,Somewhat useful,,,,,,< 1 year,,,,,,,,,,,,,,Coursera,"Laptop + Cloud service (AWS, Azure, GCE ...)",2 - 10 hours,Kaggle Competitions,No,I did not complete any formal education past high school,,,I haven't started working yet,Self-taught,NA,NA,NA,NA,NA,NA,,,A doctoral degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Male,India,27,Employed full-time,,,Yes,,Business Analyst,Fine,Employed by a company that doesn't perform advanced analytics,Python,Time Series Analysis,R,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Blogs,,Somewhat useful,,,,,,,,,,,,,,,,,R Bloggers Blog Aggregator,,,,,,,,,,,,,,,,,,,No,Master's degree,Engineering (non-computer focused),Less than a year,Software Developer/Software Engineer,"Online courses (coursera, udemy, edx, etc.)",100,0,0,0,0,0,"Reinforcement learning,Supervised Machine Learning (Tabular Data)",Decision Trees - Random Forests,No education,Technology,"10,000 or more employees",Increased significantly,3-5 years,A career fair or on-campus recruiting event,Somewhat important,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Traditional Workstation,Relational data,Sometimes,100MB,Random Forests,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Often,,,,,,,,,,,,,,,,,,,"Cross-Validation,Random Forests",,,,,,Often,,,,,,,,,,,,,,,,,Sometimes,,,,,,,,,,,0,30,0,70,0,0,Enough to run the code / standard library,Difficulties in deployment/scoring,,,,Often,,,,,,,,,,,,,,,,,,,76-99% of projects,More external than internal,Business Department,No outside data ,Cleaning data,Other,Company Developed Platform,,Generic non-cloud file sharing software (Email/Shared Server/etc.),Always,658000,,Has increased between 6% and 19%,5,,,,,,,,,,,,,,,,,,
Male,People 's Republic of China,21,"Not employed, but looking for work",,,,,,,,KNIME (free version),"Ensemble Methods (e.g. boosting, bagging)",Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Arxiv,Blogs,College/University,Friends network,Kaggle,Non-Kaggle online communities,Official documentation,Online courses,Textbook",Somewhat useful,Somewhat useful,Somewhat useful,,,Somewhat useful,Very useful,,Very useful,Somewhat useful,Very useful,,,,Somewhat useful,,,,,1-2 years,Necessary,Nice to have,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Unnecessary,Unnecessary,Necessary,,,,Coursera,Basic laptop (Macbook),11 - 39 hours,Online Courses and Certifications,No,Bachelor's degree,Computer Science,1 to 2 years,I haven't started working yet,"Online courses (coursera, udemy, edx, etc.)",30,30,20,5,15,0,Supervised Machine Learning (Tabular Data),"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",A bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asking friends, family members, or former colleagues for leads",1-2,Very Important,Somewhat important,Somewhat important,Very Important,Very Important,Very Important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important
Male,United States,35,Employed full-time,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Brazil,34,Employed full-time,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Australia,25,I prefer not to say,Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,Amazon Machine Learning,Time Series Analysis,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"College/University,Conferences,Friends network,Kaggle,Textbook,Trade book,Tutoring/mentoring,YouTube Videos",,,Very useful,,Very useful,Very useful,Very useful,,,,,,,,Very useful,Very useful,Very useful,Very useful,"R Bloggers Blog Aggregator,The Analytics Dispatch Newsletter,The Data Skeptic Podcast",< 1 year,Necessary,Necessary,Necessary,Necessary,Necessary,Necessary,Necessary,Necessary,Necessary,Necessary,,,,,Gaming Laptop (Laptop + CUDA capable GPU),2 - 10 hours,Master's degree,Yes,Master's degree,Mathematics or statistics,,Researcher,University courses,NA,NA,NA,NA,NA,NA,"Adversarial Learning,Natural Language Processing,Reinforcement learning,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Logistic Regression,Neural Networks - CNNs",A bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Searching general-purpose job board,3-5,,,,,,,,,,,,,,,,
Male,People 's Republic of China,21,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,Jupyter notebooks,Time Series Analysis,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Blogs,College/University,Company internal community,Personal Projects",,Very useful,Very useful,Very useful,,,,,,,,Very useful,,,,,,,"Becoming a Data Scientist Podcast,Partially Derivative Podcast,R Bloggers Blog Aggregator",< 1 year,Necessary,Necessary,Necessary,Necessary,Necessary,Necessary,Necessary,Nice to have,Unnecessary,Necessary,,,,,Basic laptop (Macbook),2 - 10 hours,Experience from work in a company related to ML,No,Bachelor's degree,Computer Science,,"Business Analyst,Machine Learning Engineer,Programmer",University courses,NA,NA,NA,NA,NA,NA,Time Series,Bayesian Techniques,A bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asking friends, family members, or former colleagues for leads",0,Very Important,Very Important,Very Important,Not important,Not important,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Not important,Somewhat important,Very Important,Very Important,Somewhat important
Female,United States,32,Employed part-time,,,Yes,,Predictive Modeler,Fine,Employed by non-profit or NGO,R,Time Series Analysis,SQL,Google Search,College/University,,,Somewhat useful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Master's degree,A social science,3 to 5 years,Data Analyst,Self-taught,70,0,20,10,0,0,"Survival Analysis,Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Logistic Regression,Markov Logic Networks,Neural Networks - CNNs,Support Vector Machines (SVMs)","Some college/university study, no bachelor's degree",Non-profit,"1,000 to 4,999 employees",Increased slightly,1-2 years,I visited the company's Web site and found a job listing there,Important,Build and/or run a machine learning service that operationally improves your product or workflows,"Laptop + Cloud service (AWS, Azure, GCE ...)","Text data,Relational data",Most of the time,100MB,"Bayesian Techniques,CNNs,Decision Trees,Neural Networks,Regression/Logistic Regression,SVMs","IBM Cognos,IBM SPSS Modeler,R,SQL",,,,,,,,,,Often,Most of the time,,,,,,,,,,,,,,,,,,,,,,Sometimes,,,,,,,,,Most of the time,,,,,,,,,,"Bayesian Techniques,CNNs,Cross-Validation,Decision Trees,kNN and Other Clustering,Neural Networks,Prescriptive Modeling,SVMs,Time Series Analysis",,,Sometimes,Sometimes,,Often,,Sometimes,,,,,,Sometimes,,,,,,Often,,Sometimes,,,,,,Sometimes,,Sometimes,,,,60,30,5,0,5,0,Enough to tune the parameters properly,"Data Science results not used by business decision makers,Inability to integrate findings into organization's decision-making process",,Often,,,,,,Sometimes,,,,,,,,,,,,,,,10-25% of projects,More internal than external,Standalone Team,,,Row-oriented relational (e.g. MySQL/Microsoft SQL Server),Email,,,Sometimes,,,Has increased between 6% and 19%,6,,,,,,,,,,,,,,,,,,
Female,United States,27,Employed full-time,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,People 's Republic of China,24,"Not employed, and not looking for work",No,"Yes, I'm focused on learning mostly data science skills",,,,,,TensorFlow,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Kaggle,YouTube Videos",,,,,,,Very useful,,,,,,,,,,,Very useful,"Data Stories Podcast,Jack's Import AI Newsletter,Talking Machines Podcast",< 1 year,Necessary,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Unnecessary,Nice to have,,,,,Basic laptop (Macbook),11 - 39 hours,Experience from work in a company related to ML,Yes,Master's degree,Electrical Engineering,,I haven't started working yet,"Online courses (coursera, udemy, edx, etc.)",NA,NA,NA,NA,NA,NA,Supervised Machine Learning (Tabular Data),"Decision Trees - Gradient Boosted Machines,Logistic Regression,Support Vector Machines (SVMs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asking friends, family members, or former colleagues for leads",,,,,,,,,,,,,,,,,
Male,United States,32,Employed part-time,,,Yes,,Scientist/Researcher,Perfectly,Employed by college or university,NoSQL,Time Series Analysis,Python,"Government website,I collect my own data (e.g. web-scraping)","Arxiv,College/University,Friends network,Official documentation,Online courses,Personal Projects,Stack Overflow Q&A",Somewhat useful,,Somewhat useful,,,Somewhat useful,,,,Very useful,Very useful,Very useful,,Very useful,,,,,,,,,,,,,,,,,,,,,,,,No,Doctoral degree,Physics,6 to 10 years,Researcher,Self-taught,25,40,25,10,0,0,,,A master's degree,Academic,,,,"A friend, family member, or former colleague told me",Not very important,Other,Basic laptop (Macbook),Other,Most of the time,,,"Jupyter notebooks,Python,Unix shell / awk",,,,,,,,,,,,,,,,,Sometimes,,,,,,,,,,,,,,Often,,,,,,,,,,,,,,,,,Most of the time,,,,"Data Visualization,Simulation",,,,,,,Often,,,,,,,,,,,,,,,,,,,,Often,,,,,,,5,10,20,5,60,0,Enough to explain the algorithm to someone non-technical,I prefer not to say,,,,,,,Rarely,,,,,,,,,,,,,,,,51-75% of projects,More internal than external,Other,,,Other,"Email,Other",globus,"Generic non-cloud file sharing software (Email/Shared Server/etc.),Git,Subversion",Most of the time,47000,USD,Has increased 20% or more,8,,,,,,,,,,,,,,,,,,
Male,United States,37,Employed full-time,,,No,Yes,Other,Fine,Employed by professional services/consulting firm,TensorFlow,Time Series Analysis,Python,GitHub,"Blogs,Kaggle,Online courses,Stack Overflow Q&A",,Very useful,,,,,Very useful,,,,Very useful,,,Very useful,,,,,No Free Hunch Blog,1-2 years,Nice to have,Nice to have,Necessary,Nice to have,Necessary,Nice to have,Necessary,Nice to have,Nice to have,Necessary,,,,"Coursera,Udacity,Other","Laptop + Cloud service (AWS, Azure, GCE ...),Workstation + Cloud service",11 - 39 hours,Kaggle Competitions,Sort of (Explain more),Master's degree,Computer Science,1 to 2 years,Engineer,Kaggle competitions,30,40,0,0,30,0,"Computer Vision,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",High school,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Searching general-purpose job board,3-5,Very Important,Very Important,Very Important,Somewhat important,Not important,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Not important,Not important,Somewhat important,Not important,Somewhat important
