"Response ID","Date submitted","Last page","Start language","How important is User Experience for your?  Good user experience means functional requirements are covered completely, the program is easy to use, and it is a pleasure the work with it.","How important is Replicability for you?  Anyone can read the source code, understand how a function computes, and use it for their own projects.","How important is Transparency for you?  The project permits use, study, and modification of the source code without restriction, and as a normal user you are regularly informed about all aspects.","How important is it to have a Trusted Producer?  Trust in the producer (or rather publisher) means you know the organization and people for years and can rely on the product in the future.","How important is the availability of Technical Support for you?  Technical support in terms of the availability of wikis and forums, as well as the possibility to contact experts and even developers.","How important is Stability for you?  Stability means the program functions properly and does not hang or crash on unexpected conditions.","How important is Security for you?  Security is the protection from information theft or damage as well as from disruption or misdirection of services.","How important is the Cost factor for you?  Open Source software is usually free of charge but might have follow-up costs for training and administration, for instance.","How important is Compatibility for you? This terms means to load data processed with old software versions (backward compatibility) as well as the compatibility across different programs and platforms.","How important is Customizability/Modifiability for you?  The term means you can adapt the program to your personal needs and preferences regarding the visual appearance as well as the workflow.","What other office suites do you use on a regular basis? [Apache OpenOffice]","What other office suites do you use on a regular basis? [Apple iWork]","What other office suites do you use on a regular basis? [Calligra Suite]","What other office suites do you use on a regular basis? [Corel WordPerfect Office]","What other office suites do you use on a regular basis? [Google Docs]","What other office suites do you use on a regular basis? [Kingsoft WPS Office]","What other office suites do you use on a regular basis? [Microsoft Office]","What other office suites do you use on a regular basis? [NeoOffice]","What other office suites do you use on a regular basis? [OnlyOffice]","What other office suites do you use on a regular basis? [SoftMaker Office]","What other office suites do you use on a regular basis? [Other]","How often do you use an online office suite?","For how many years are you a user of LibreOffice and its predecessor?","Would a colleague or friend ask you how to solve a problem with LibreOffice?","What version of LibreOffice do you currently run in production (ie. not just for testing)?","What's your affiliation with the project? [Normal user]","What's your affiliation with the project? [Administration]","What's your affiliation with the project? [Development/Design]","What's your affiliation with the project? [Help authoring/User support at ask.libreoffice.org]","What's your affiliation with the project? [Marketing]","What's your affiliation with the project? [Localization]","What's your affiliation with the project? [QA: reporting, testing, confirming bugs]","What's your affiliation with the project? [Training]","Are you member of The Document Foundation?","What is your operating system?","What is your operating system? [Other]"
"285","1980-01-01 00:00:00","1","en","Extremely important","Very important","Very important","Moderately important","Slightly important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","No","No","No","No","No","No","Yes","No","No","No","","rarely","6","Yes","I'm always on 'stable'","Yes","No","No","No","No","No","No","No","No","Linux",""
"286","1980-01-01 00:00:00","1","en","Extremely important","Moderately important","Slightly important","Moderately important","Slightly important","Extremely important","Extremely important","Slightly important","Very important","Slightly important","No","No","No","No","No","No","Yes","No","No","No","","occasionally","4","Yes","Nothing else than 'fresh'","Yes","No","No","No","No","No","No","No","No","macOS",""
"287","","","en","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"288","1980-01-01 00:00:00","1","en","Extremely important","Very important","Moderately important","Very important","Slightly important","Extremely important","Very important","Slightly important","Extremely important","Not at all important","No","No","No","No","Yes","No","Yes","No","No","No","","occasionally","15","Yes","Nothing else than 'fresh'","Yes","No","No","No","No","No","No","No","No","Microsoft Windows 8, 10",""
"289","1980-01-01 00:00:00","1","en","Extremely important","Very important","Very important","Very important","Slightly important","Extremely important","Very important","Extremely important","Extremely important","Very important","No","No","No","No","Yes","No","Yes","No","No","No","","rarely","5","Yes","I'm always on 'stable'","Yes","No","No","No","No","No","No","No","No","Linux",""
"290","1980-01-01 00:00:00","1","en","Extremely important","Moderately important","Slightly important","Moderately important","Not at all important","Very important","Extremely important","Moderately important","Extremely important","Moderately important","No","No","No","No","Yes","No","Yes","No","No","No","","occasionally","6","No","Nothing else than 'fresh'","Yes","No","No","No","No","No","No","No","No","Linux",""
"291","1980-01-01 00:00:00","1","en","Extremely important","Extremely important","Very important","Very important","Extremely important","Extremely important","Extremely important","Moderately important","Extremely important","Extremely important","No","No","No","No","Yes","No","No","No","No","No","","frequently","13","Yes","I'm always on 'stable'","Yes","No","No","No","No","No","No","No","No","Linux",""
"292","","0","en","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","","","","N/A","","No","No","No","No","No","No","No","No","N/A","",""
"293","1980-01-01 00:00:00","1","es","Extremely important","Very important","Very important","Extremely important","Very important","Extremely important","Extremely important","Very important","Very important","Moderately important","No","No","No","No","No","No","Yes","No","No","No","","always","3","Yes","I'm always on 'stable'","Yes","Yes","No","No","No","No","No","No","No","Linux",""
"294","1980-01-01 00:00:00","1","en","Very important","Extremely important","Extremely important","Very important","Very important","Very important","Extremely important","Very important","Very important","Very important","No","No","No","No","No","No","No","No","No","No","","rarely","7","Yes","Nothing else than 'fresh'","Yes","No","No","No","No","No","No","No","No","Linux",""
"295","1980-01-01 00:00:00","1","en","Extremely important","Extremely important","Extremely important","Very important","Very important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","No","No","Yes","No","Yes","Yes","Yes","No","No","No","","rarely","3","Yes","I'm always on 'stable'","Yes","No","No","No","No","No","No","No","No","Linux",""
"296","1980-01-01 00:00:00","1","en","Very important","Moderately important","Extremely important","Extremely important","Moderately important","Extremely important","Extremely important","Moderately important","Very important","Moderately important","No","No","No","No","Yes","No","Yes","No","No","No","","occasionally","15","Yes","Nothing else than 'fresh'","Yes","No","No","No","No","No","No","No","No","Microsoft Windows 8, 10",""
"297","1980-01-01 00:00:00","1","en","Extremely important","Slightly important","Extremely important","Very important","Very important","Extremely important","Moderately important","Moderately important","Very important","Very important","No","No","No","No","No","No","Yes","No","No","No","","never","4","N/A","","No","No","No","No","No","No","No","No","N/A","",""
"298","1980-01-01 00:00:00","1","en","Very important","Very important","Slightly important","Very important","Moderately important","Extremely important","Extremely important","Moderately important","Extremely important","Slightly important","No","No","No","No","Yes","No","No","No","No","No","","occasionally","7","Yes","I'm always on 'stable'","Yes","No","No","No","No","No","No","No","No","Linux",""
"299","1980-01-01 00:00:00","1","en","Extremely important","Not at all important","Moderately important","Very important","Not at all important","Moderately important","Moderately important","Not at all important","Moderately important","Slightly important","No","No","No","No","No","Yes","No","No","No","No","","rarely","5","No","No idea, whatever the updater recommends","Yes","No","No","No","No","No","No","No","No","Linux",""
"300","1980-01-01 00:00:00","1","en","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","No","No","No","No","No","No","Yes","No","No","No","","frequently","8","Yes","Nothing else than 'fresh'","Yes","No","No","No","No","No","No","No","No","Linux",""
"301","1980-01-01 00:00:00","1","en","Very important","Slightly important","Slightly important","Extremely important","Slightly important","Extremely important","Extremely important","Slightly important","Very important","Moderately important","No","Yes","No","No","Yes","No","No","No","No","No","","occasionally","7","Yes","Nothing else than 'fresh'","Yes","No","No","No","No","No","No","No","No","macOS",""
"302","1980-01-01 00:00:00","1","en","Very important","Very important","Very important","Very important","Extremely important","Extremely important","Extremely important","Moderately important","Extremely important","Slightly important","No","No","No","No","No","No","Yes","No","No","No","","never","7","N/A","","No","No","No","No","No","No","No","No","N/A","",""
"303","1980-01-01 00:00:00","1","en","Very important","Moderately important","Extremely important","Very important","Moderately important","Extremely important","Extremely important","Not at all important","Very important","Extremely important","No","No","No","No","No","No","Yes","No","No","No","","never","6","Yes","I'm always on 'stable'","Yes","No","No","No","No","No","No","No","No","Linux",""
"304","1980-01-01 00:00:00","1","en","Very important","Slightly important","Very important","Very important","Moderately important","Extremely important","Extremely important","Very important","Moderately important","Moderately important","No","No","No","No","No","No","Yes","No","No","No","","rarely","5","Yes","Nothing else than 'fresh'","Yes","No","No","No","No","No","No","No","No","Microsoft Windows 8, 10",""
"305","","","en","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"306","","","en","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"307","1980-01-01 00:00:00","1","en","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","No","No","No","No","No","No","Yes","No","No","No","","frequently","8","Yes","Nothing else than 'fresh'","Yes","No","No","No","No","No","No","No","No","Linux",""
"308","","","en","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"309","","","en","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"310","1980-01-01 00:00:00","1","en","Extremely important","Extremely important","Moderately important","Very important","Very important","Very important","Extremely important","Very important","Extremely important","Slightly important","No","No","No","No","No","No","Yes","No","No","No","","never","7","Yes","Nothing else than 'fresh'","Yes","No","No","No","No","No","No","No","No","Microsoft Windows 8, 10",""
"311","1980-01-01 00:00:00","1","en","Very important","Moderately important","Moderately important","Very important","Moderately important","Extremely important","Very important","Moderately important","Extremely important","Moderately important","No","No","No","No","Yes","No","Yes","No","No","No","","frequently","10","No","No idea, whatever the updater recommends","Yes","No","No","No","No","No","No","No","No","macOS",""
"312","","","en","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"313","","","en","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","",""
"314","1980-01-01 00:00:00","1","en","Extremely important","Extremely important","Extremely important","Moderately important","Moderately important","Extremely important","Extremely important","Very important","Extremely important","Very important","No","No","No","No","No","No","Yes","No","No","No","","occasionally","6","No","Nothing else than 'fresh'","Yes","No","No","No","No","No","No","No","No","Linux",""
"315","","0","en","","","","","","","","","","","No","No","No","No","No","No","No","No","No","No","","","","N/A","","No","No","No","No","No","No","No","No","N/A","",""
"316","1980-01-01 00:00:00","1","en","Extremely important","Moderately important","Moderately important","Extremely important","Very important","Extremely important","Extremely important","Very important","Extremely important","Very important","No","No","No","No","Yes","No","No","No","No","No","","frequently","10","Yes","Nothing else than 'fresh'","Yes","No","No","No","No","No","No","No","No","Microsoft Windows 8, 10",""
"317","1980-01-01 00:00:00","1","en","Extremely important","Not at all important","Extremely important","Extremely important","Moderately important","Extremely important","Extremely important","Not at all important","Extremely important","Moderately important","No","No","No","No","No","No","Yes","No","No","No","","rarely","2","No","Nothing else than 'fresh'","Yes","No","No","No","No","No","No","No","No","Linux",""
